YMD,Y,M,D,date,Season,SeasonID,COVID_BKK_WM,COVID_BKK,PM2.5_BKK,PM10-BKK,WS-BKK,RH-BKK,AH-BKK,P_BKK,R_BKK,T-BKK,COVID_SSK_WM,COVID_SSK,PM2.5_SSK,PM10-SSK,WS-SSK,RH-SSK,AH-SSK,P_SSK,R_SSK,T-SSK,COVID_NKT_WM,COVID_NKT,PM2.5_NKT,PM10-NKT,WS-NKT,RH-NKT,AH-NKT,P_NKT,R_NKT,T-NKT,COVID_NBR_WM,COVID_NBR,PM2.5_NBR,PM10-NBR,WS-NBR,RH-NBR,AH-NBR,P_NBR,R_NBR,T-NBR,COVID_PTN_WM,COVID_PTN,PM2.5_PTN,PM10-PTN,WS-PTN,RH-PTN,AH-PTN,P_PTN,R_PTN,T-PTN,COVID_SPK_WM,COVID_SPK,PM2.5_SPK,PM10-SPK,WS-SPK,RH-SPK,AH-SPK,P_SPK,R_SPK,T-SPK
200410,2020,4,10,10/4/2020,SUMMER,2,19,19,16.92,24.88,1.06,65.43,21.5,754.73,0,31.47,0,0,12.21,18.67,0.99,66.79,21.55,756,0,31.13,0,,14.17,29.21,3.2,70.71,22.12,757.17,0,30.55,4,4,17.84,31.97,0.43,66.83,21.37,754.92,0,30.96,0,,26.04,36.71,1.21,66.88,21.3,1009.42,0,30.89,4,4,18.85,29.58,2.33,72.51,22.59,757.22,1.27,30.48
210331,2021,3,31,31/03/2021,SUMMER,2,19,19,25.28,41.19,1.22,55.51,18.37,749,0,31.6,11,11,26.25,43.08,1.01,65.88,20.43,754.67,0,30.4,0,,41.63,76.46,0,0,0,0,0,0,0,,23.56,45.83,1.13,54.38,19.05,750.04,0,32.67,0,,29.04,45.5,0.39,0,0,1002.17,0,0,5,5,24.26,34.72,2.74,74.38,23.11,751.51,0,30.43
201227,2020,12,27,27/12/2020,WINTER,1,19,19,32.4,51.04,0.55,65.49,18.87,753.67,0.05,29.04,19,19,54.04,91.75,0.57,68.88,19.4,754.5,0,28.63,13,13,45.38,81.5,1.19,71.21,19.96,756,0,28.54,4,4,26.75,45.19,0,0,0,0,0,0,1,1,34.08,41.88,0.58,0,0,1008.21,0,0,4,4,37.47,57.72,1.15,75.51,21.05,755.9,0,28.44
210205,2021,2,5,5/2/2021,WINTER,1,19,19,49.82,89.28,0.57,44.75,12.34,755.31,0,28.25,548,548,79.33,133.58,0.55,51.21,13.84,754.46,0,27.88,0,,57.96,114.08,0.95,59.71,15.79,757.67,0,27.48,0,,46.83,85.53,0.72,47.42,13.38,756.5,0,28.66,0,,54.88,63.83,0.52,0,0,1010.5,0,0,1,1,51.74,90.03,1.2,50.11,14.03,757.5,0,28.52
200928,2020,9,28,28/09/2020,RAINY,3,20,20,11.35,22.55,0.69,86.6,22.68,750.19,25.45,27.31,0,0,12.54,28.71,0.71,91.25,22.12,755,14.6,25.91,0,,5.42,12.79,1.46,92.25,22.87,752.54,14,26.32,0,,9.9,19.65,0.4,86.92,22.72,0,74.2,27.27,0,,9.17,15.08,0.5,0,0,1003.38,6.2,0,0,,13.33,24.29,1.2,88.61,22.35,752.42,15.4,26.63
200417,2020,4,17,17/04/2020,SUMMER,2,20,20,12.47,20.58,1.18,68.58,21.55,753.85,0,30.64,0,0,11.38,18.17,1.34,68.88,20.88,755.13,1.4,29.98,0,,13.13,24.54,3.25,69.71,20.41,756.17,0,29.33,0,,12.21,23.06,0.62,73.35,21.76,0,0,29.58,0,,16.38,26.42,0.93,87.75,24.42,1008.33,29.4,28.41,0,,15.1,25.07,2.5,74.53,22.22,756.36,0.73,29.67
200416,2020,4,16,16/04/2020,SUMMER,2,20,20,14.73,23.09,1.1,65.47,21.25,753.23,1.83,31.24,0,0,10.74,16.26,1.28,65.96,21.23,754.5,1.6,31.09,0,,15.58,25.75,2.95,68.83,21.59,755.5,0,30.6,0,,14.63,28.27,0.43,70.43,21.92,753,0,30.46,0,,18.75,27.75,0.7,75.17,23.03,1007.42,13.6,30.18,0,,16.71,27.21,2.51,71.88,22.44,755.75,0,30.52
210102,2021,1,2,2/1/2021,WINTER,1,20,20,27.41,44.68,0.88,47.46,10.28,756.9,0,23.92,67,67,33.71,63.75,0.68,55.58,11.78,754.5,0,23.53,2,2,30.04,52.13,1.95,60.63,12.05,759.29,0,22.41,25,25,23.69,41.21,1.36,52.38,11.44,757.71,0,24.07,3,3,23.88,34.17,1.38,0,0,1012.25,0,0,24,24,28.17,51.06,1.4,50.01,11.24,758.78,0,24.57
210214,2021,2,14,14/02/2021,WINTER,1,20,20,29.09,43.02,0.77,69.06,19.41,755.06,0,28.59,44,44,19.67,41.25,0.85,69.96,19.78,754.54,0,28.7,1,1,22.46,37.38,2.24,72.42,19.62,757.13,0,27.92,1,1,24.73,49.93,1.13,60.92,17.71,755.29,0,29.21,64,64,36.5,49.08,0.88,0,0,1009.83,0,0,10,10,25.75,41.78,1.69,74.85,20.43,757.15,0,28.05
210105,2021,1,5,5/1/2021,WINTER,1,20,20,35.88,58.68,0.48,53.63,14.3,755.21,0,27.64,470,470,60.88,103.17,0.43,59.13,15.36,754.54,0,27.16,1,1,37.42,73.83,1.5,63.04,15.93,757.67,0,26.66,20,20,31.69,53.06,0.94,55.46,15.07,755.79,0,27.97,0,,33.21,43.04,0.83,0,0,1010.08,0,0,0,,49.07,89.44,0.66,63.35,16.34,757.4,0,27.03
200409,2020,4,9,9/4/2020,SUMMER,2,21,21,15.34,26.24,1.22,63.57,20.89,753.67,0,31.47,0,0,11.67,19.75,1.19,66.75,22.77,755.04,0,32.17,0,,17.21,34,3.29,72.08,22.46,755.92,0,30.48,2,2,16.87,30.9,0.54,66.5,21.11,753.29,0,30.83,3,3,23.79,38.54,1.42,68.08,22.25,1008.08,0,31.37,1,1,18.13,29.41,2.62,71.42,22.38,756.25,0,30.59
210313,2021,3,13,13/03/2021,SUMMER,2,21,21,28.69,47.42,0.94,58.83,17.77,754.73,0,29.9,48,48,21.5,39.46,0.84,72.13,20.37,754.54,0,28.67,0,,24.63,43.96,2.66,74.67,22.29,756.83,0,29.7,1,1,26.42,46.49,1.2,63.13,19.74,755.25,0,30.55,6,6,38.67,54.08,0.3,0,0,1009.17,0,0,0,,23.4,44,2.54,76.44,22.25,756.97,0,29.23
201229,2020,12,29,29/12/2020,WINTER,1,21,21,29.36,48.43,0.46,67.89,19.93,752.88,0.05,29.38,3,3,27.04,55.33,0.41,70.29,20.15,754.5,0,28.95,15,15,30.54,62.33,1.02,68.17,20.11,755.33,0,29.48,1,1,22.75,44.6,0,0,0,0,0,0,1,1,32.5,43.17,0.66,0,0,1007.13,0,0,7,7,25.28,46.06,0.82,77.22,21.8,755.17,0,28.67
210119,2021,1,19,19/01/2021,WINTER,1,21,21,49.03,81.82,0.8,49.22,10.28,756.65,0,23.28,138,138,71.46,121.58,0.2,57.58,10.18,754.46,0,20.4,0,,44.46,84.21,1.48,65.29,12.29,758.83,0,21.47,3,3,44.15,69.1,1.13,55.5,11.62,757.22,0,23.32,0,,48.65,62.05,0.87,0,0,1011.43,0,0,1,1,46.79,79.15,1.58,51.69,11.06,758.38,0,23.7
210114,2021,1,14,14/01/2021,WINTER,1,21,21,63.64,104.37,0.48,45.88,9.91,755.61,0,23.87,208,208,105,153.58,0.44,53.33,11.06,754.5,0,23.15,0,,80.75,132.83,1.01,62.42,12.38,757.88,0,22.38,3,3,67.1,95.25,1.01,53.5,11.56,757.58,0,23.88,1,1,77.38,85.13,0.82,0,0,1010.46,0,0,6,6,72.72,116.76,1.04,53,11.29,757.6,0,23.62
200317,2020,3,17,17/03/2020,SUMMER,2,22,22,19.42,35.55,1.02,71.11,21.83,755.19,0,30.21,0,0,14.58,24.79,1.07,73.21,21.78,756.42,0,29.63,0,,18,34.79,3.05,74.71,21.58,757.46,0,29.09,0,,19.65,37.18,0.48,74.58,21.97,758.21,0,29.45,0,,25,38.17,0.72,78.29,23.61,1009.79,0,29.88,2,2,21.15,37.11,2.45,75.39,22.14,757.58,0,29.39
210116,2021,1,16,16/01/2021,WINTER,1,22,22,60.68,93.19,0.53,68.58,17,753.79,0,26.32,165,165,63.5,88.67,0.54,69.33,16.73,754.46,0,25.83,0,,55.17,90.25,1.81,68,15.9,755.96,0,25.27,0,,55.92,84.4,0.89,64.88,16.35,754.04,0,26.61,4,4,75,91.63,0.65,0,0,1008.25,0,0,3,3,65.21,89.08,1.16,78.58,18.72,756.03,0.27,25.61
210122,2021,1,22,22/01/2021,WINTER,1,22,22,83.57,132.5,0.42,50.58,12.45,753.92,0,26.19,261,261,104.13,160.04,0.42,52.88,12.61,754.46,0,25.62,0,,74.92,128.08,1,60.5,14.06,756.25,0,25.16,3,3,70.06,122.33,0.54,54.29,13.42,754.96,0,26.26,6,6,80,92.67,0.51,0,0,1008.38,0,0,3,3,97.61,137.93,0.72,62.71,15,756.07,0,25.68
200408,2020,4,8,8/4/2020,SUMMER,2,23,23,13.9,24.19,1.27,66.14,21.56,753.1,0,31.32,0,0,12.67,20.88,1.27,69.08,22.46,754.42,0,31.27,2,2,16.08,33.38,3.58,72.96,22.62,755.38,0,30.39,7,7,14.73,28.29,0.59,67.44,21.23,752.08,0,30.67,1,1,20.5,33.71,1.4,68.5,22.15,1007.08,0,31.18,2,2,15.51,27.19,2.82,73.28,22.67,755.69,0,30.35
210319,2021,3,19,19/03/2021,SUMMER,2,23,23,29.29,55.77,1.28,58.65,18.2,751.73,0,30.41,47,47,31.75,55.75,1.09,69.71,21.78,754.58,0,30.53,1,1,31.25,54.54,3.16,71.88,21.75,753.88,0,29.94,3,3,28.73,50.21,1.16,60.21,19.73,752.33,0,31.42,5,5,39.17,47.46,0.25,0,0,1005.71,0,0,4,4,30.4,53.78,3.08,75.14,22.28,754.13,0,29.57
210211,2021,2,11,11/2/2021,WINTER,1,23,23,33.38,53.18,0.64,52.04,13.8,754.5,0,27.53,129,129,61.96,103,0.43,56.54,15.18,754.5,0,27.75,0,,44.13,74.08,0.98,67.33,17.31,756.71,0,26.97,1,1,25.25,56.53,0.92,49.71,13.79,754.5,0,28.35,0,,32.96,44.83,0.86,0,0,1009.21,0,0,1,1,35.89,63.6,1.21,60.03,15.98,756.63,0,27.6
210129,2021,1,29,29/01/2021,WINTER,1,23,23,39.31,74.32,0.91,54.35,14.88,755.65,0,28.11,764,764,37.04,81.13,1.05,59,16.44,754.46,0.2,28.43,0,,41.33,83.67,1.4,67.13,18.46,757.71,0,28.19,1,1,33.98,69.51,1.4,50.21,14.21,754.92,0,28.72,0,,47.17,64.96,1.53,0,0,1010.83,0,0,1,1,37.57,74.21,1.81,59.94,16.31,757.74,0,28
210103,2021,1,3,3/1/2021,WINTER,1,23,23,39.34,60.57,0.75,47.25,11.44,755.54,0,25.89,55,55,46.79,79,0.58,52.5,12.42,754.54,0,25.48,0,,44.92,75.92,1.75,58.75,12.85,758.04,0,24.1,5,5,34.31,53.17,1.23,50.38,12.37,757.17,0,26.14,0,,34.04,43.58,0.93,0,0,1010.54,0,0,11,11,42.64,69.01,1.26,50.26,12.54,757.56,0,26.43
210322,2021,3,22,22/03/2021,SUMMER,2,23,23,42.5,65.65,0.74,63.61,18.17,754.35,3.8,28.89,33,33,47.48,67.43,0.98,83.67,22.23,754.54,0.6,27.57,1,1,29.29,49.75,0.8,87.88,22.78,756.63,36.2,27.12,3,3,44.67,61.03,1.13,67.67,19.42,751.54,4.9,28.97,6,6,38.71,49.46,0.61,0,0,1009.08,0,0,3,3,41.79,65.53,1.48,74.06,20.85,756.31,6.87,28.62
210121,2021,1,21,21/01/2021,WINTER,1,23,23,68.02,112.22,0.4,48.49,11.13,754.71,0,24.95,92,92,115.83,175.25,0.47,51.25,13,754.46,0,26.73,0,,63.96,89.91,0.78,59.13,12.96,756.92,0,24.13,2,2,59.75,88.25,0.7,54.25,12.57,755.96,0,25.11,4,4,70,78.67,0.5,0,0,1009.25,0,0,5,5,78.9,120.18,0.92,56.39,12.74,756.68,0,24.66
200419,2020,4,19,19/04/2020,SUMMER,2,24,24,11.09,18.11,0.97,64.28,21.61,753.48,0,31.9,0,0,8,14.04,1.05,65.88,21.68,754.71,0,31.5,0,,11.22,19.3,2.92,66.58,21.07,755.79,1,30.77,0,,10.94,18.76,0.48,66,19.97,0,0,29.94,0,,14,22.05,0.57,75.88,24.05,1007.63,1,30.8,0,,13.07,21.5,2.17,71,22.54,755.93,0.13,30.83
210321,2021,3,21,21/03/2021,SUMMER,2,24,24,24.04,41.35,1.16,56.89,17.83,751.17,0,30.59,41,41,21.46,40.58,0.97,72.92,22.57,754.58,0,30.36,2,2,22.75,41.21,2.99,76.83,23.19,753.38,0,29.9,0,,22.48,39.9,1.35,60.67,19.81,751.13,0,31.35,13,13,32.63,41.63,0.24,0,0,1005.04,0,0,2,2,23.28,41.21,2.72,75.38,22.52,753.63,0,29.71
210118,2021,1,18,18/01/2021,WINTER,1,24,24,31.27,66.96,1.36,47.86,10.73,757.27,0,24.52,320,320,37.04,81.42,1.03,51.83,11.96,754.46,0,25.03,0,,35.71,79.08,1.68,64.29,13.25,759.46,0,23.05,2,2,26.27,49.89,1.43,52.87,11.98,755.71,0,24.72,1,1,28.45,47.13,0,0,0,0,0,0,3,3,31.25,63.28,2.76,51.32,11.51,759.08,0,24.53
201226,2020,12,26,26/12/2020,WINTER,1,24,24,33.48,55.54,0.61,60.17,16.79,754.23,0,28.46,30,30,69.5,117.92,0.44,66.79,18.32,754.58,0,28.15,0,,46.83,90.13,0.91,72.79,19,756.5,0,27.24,0,,33.5,51.7,0,0,0,0,0,0,1,1,35.5,45.96,0.65,0,0,1008.96,0,0,11,11,35.33,62.5,1,63.93,17.96,756.36,0,28.58
210402,2021,4,2,2/4/2021,SUMMER,2,25,25,9.45,21.92,1.32,65.32,21.66,750.08,0,31.64,14,14,7.29,15.83,1.05,66.5,20.68,754.71,0,30.45,2,2,38.08,58.08,2.41,72.13,22.46,752.42,0,30.47,3,3,7.42,18.38,1.14,55.63,19.37,749.88,0,32.55,2,2,12.75,22.88,0,0,0,0,0,0,4,4,11.26,19.6,3.04,72.99,22.66,752.65,0.27,30.42
200318,2020,3,18,18/03/2020,SUMMER,2,25,25,18.98,37,1.21,68.71,21.36,753.77,0,30.44,0,0,15.33,29.25,1.35,70.42,21.18,755,0,29.83,0,,22.83,41.63,3.25,74.17,22.06,755.96,0,29.63,0,,19.48,38.26,0.68,69.98,21.19,757.88,0,29.95,0,,21.88,38.25,0.91,75.46,23.41,1008,0,30.4,1,1,21.48,37.92,2.85,73.51,21.82,756.36,0,29.58
210330,2021,3,30,30/03/2021,SUMMER,2,25,25,19.59,37.35,1.25,55.89,18.23,749.67,0,31.34,8,8,19.54,34.38,1.06,69.33,21.42,754.54,0,30.33,2,2,31.75,59.21,0,0,0,0,0,0,2,2,19.25,46.56,1.12,57.63,19.82,751.13,0,32.32,0,,31.58,48.08,0.5,0,0,1003.08,0,0,1,1,19.75,31.26,2.98,76.61,23.34,752.26,0,30.07
210110,2021,1,10,10/1/2021,WINTER,1,25,25,25.49,48.49,0.8,48.97,11.58,755.27,0,25.47,73,73,52.67,97.38,0.5,56.79,13.36,754.5,0,25.38,0,,44.04,83.04,1.1,68,15,757.5,0,24.24,2,2,25.17,43.31,0.98,52.13,12.69,755.5,0,26,7,7,36.54,48.42,0,0,0,0,0,0,23,23,26.88,54.06,1.83,51.92,12.48,757.29,0,25.76
210315,2021,3,15,15/03/2021,SUMMER,2,25,25,25.88,43.01,1.15,56.08,16.85,752.98,0,29.81,39,39,21.17,42.79,1.13,70.71,20.84,754.54,0,29.45,0,,23.42,42.13,3.19,73.29,21.36,755,0,29.25,0,,20,41.13,1.31,62.25,19.37,753.96,0,30.45,1,1,25.52,52.58,0.3,0,0,1007.46,0,0,1,1,22.24,43.24,2.83,74.19,21.5,755.32,0,29.14
201230,2020,12,30,30/12/2020,WINTER,1,25,25,28.44,52.14,1.14,56.32,16.21,753.83,0,29.02,16,16,34.83,71.33,0.93,60.25,17.52,754.5,0,29.21,5,5,40.92,73.96,1.41,64.46,17.94,756.29,0,28.41,20,20,25,49.9,0,0,0,0,0,0,0,,32.46,47.46,1.09,0,0,1008.5,0,0,1,1,23.33,54.15,2.3,61.21,17.67,756.11,0,29.07
210124,2021,1,24,24/01/2021,WINTER,1,25,25,30.65,52.14,0.66,66.06,17.72,754.23,0,27.74,148,148,28.58,52.08,0.6,70.75,18.08,754.5,0,26.86,0,,26.54,47.67,2.09,70.67,18.08,756.42,0,26.88,1,1,25.56,51.13,0.94,60.58,16.92,754,0.1,28.48,0,,45.46,59.75,0.63,0,0,1008.83,0,0,12,12,31.5,50.19,1.25,77.58,19.71,756.56,0,26.75
200316,2020,3,16,16/03/2020,SUMMER,2,25,25,32.65,49.88,0.58,71.54,20.47,755.25,0,28.92,0,0,30.3,45.83,0.57,76.04,21.46,756.29,0,28.66,0,,23.13,41.63,1.91,68.14,21.27,757.5,0,30.51,0,,31.88,52.89,0.26,76.96,20.54,763.46,0,27.65,1,1,26.71,40.92,0.46,81,21.65,1009.92,0,27.68,0,,34.5,51.03,1.31,75.94,21.04,757.57,0.07,28.33
210207,2021,2,7,7/2/2021,WINTER,1,25,25,51.72,85.53,0.68,60.06,16.66,754.13,0,28.35,202,202,54.75,91.13,0.7,65.58,17.9,754.54,0,28.05,0,,55.42,96.04,1.7,68.75,18.56,756.42,0,27.86,1,1,52.33,93.05,0.73,53.96,15.91,754.75,0,29.47,0,,65.42,78.88,0.9,0,0,1008.75,0,0,0,,53.18,83.06,1.49,71.61,19.39,756.4,0,27.91
200407,2020,4,7,7/4/2020,SUMMER,2,26,26,15.97,25.6,1.21,66.74,21.5,752.58,0,31.11,0,0,17.45,28.05,1.03,67.61,21.49,753.83,0,30.85,0,,23.54,41.75,3.07,67.79,21,754.96,0,30.38,0,,15.42,29.24,0.51,67.44,21.08,754.08,0,30.55,0,,19.29,34.04,1.05,66.38,21.78,1006.46,0,31.45,0,,17.85,30.94,2.69,72.76,22.35,755.19,0,30.22
210101,2021,1,1,1/1/2021,WINTER,1,26,26,23.54,39.4,1,50.08,10.5,757.58,0,23.34,105,105,27.88,60.29,0.6,55.71,11.65,754.5,0,23.3,1,1,21.38,41.04,2.73,57.88,11.46,759.83,0,22.35,0,,20.52,36.58,1.34,53.38,11.47,0,0,23.78,2,2,22.88,31.33,1.47,0,0,1012.92,0,0,13,13,22.21,44.79,1.99,52.69,11.45,759.33,0,23.97
210125,2021,1,25,25/01/2021,WINTER,1,26,26,23.81,49.73,0.68,69,19.09,754,0,28.3,148,148,18.29,40.08,0.69,73.5,19.67,754.5,0,27.7,0,,25.25,47.96,1.39,72.75,19.77,756,0.2,27.97,0,,22.08,50.54,0.76,63.83,18.14,754.54,0,28.79,0,,37.08,46.54,0.43,0,0,1008.46,0,0,3,3,18.79,37.1,1.38,78.26,20.54,756.31,0,27.35
210206,2021,2,6,6/2/2021,WINTER,1,26,26,45.93,84.13,0.63,43.43,12.12,754.25,0,28.46,450,450,80.92,136.79,0.63,50.71,13.69,754.46,0,27.85,0,,58.83,117.54,0.75,59.33,15.99,756.67,0,27.83,3,3,44.96,84.08,0.9,47.63,13.46,755.71,0,28.69,0,,54.54,66.54,0.81,0,0,1009.17,0,0,2,2,49.53,88.25,1.12,49.88,14.02,756.53,0,28.6
200406,2020,4,6,6/4/2020,SUMMER,2,27,27,14.81,24.46,1.28,64.97,21.54,753.38,0,31.64,0,0,10.75,21.79,1.33,65.58,21.08,754.67,0,31.06,0,,14.5,29.17,3.63,66.67,21.16,755.67,0,30.83,4,4,12.88,29.27,0.53,65.4,21.15,755.33,0,31.17,1,1,14.58,29.5,0.96,66.63,22.45,1007.46,0,31.94,2,2,16.97,31.11,2.87,72.03,22.56,756.03,0,30.58
210113,2021,1,13,13/01/2021,WINTER,1,28,28,45.55,80.26,0.83,41.5,7.86,757.42,0,21.59,35,35,64.54,114.79,0.65,48.17,9.02,754.5,0,21.38,0,,43.25,85.92,1.87,55.88,9.83,759.63,0,20.3,2,2,44.52,71.75,1.27,49.63,9.36,758.38,0,21.5,15,15,47.75,56.61,1.19,0,0,1011.86,0,0,17,17,48.46,88.68,1.23,45.15,8.69,759.22,0,21.86
201228,2020,12,28,28/12/2020,WINTER,1,29,29,22.1,38.89,0.49,70.89,20.28,752.94,0.2,28.91,15,15,15.58,37.75,0.5,74.5,21.05,754.5,0,28.68,18,18,29.75,55.38,0.8,72.67,20.49,755.25,0,28.65,3,3,19.38,37.79,0,0,0,0,0,0,2,2,30.5,39.67,0.45,0,0,1007.21,0,0,5,5,17.21,33.6,1.07,79.89,21.89,755.31,0,28.12
200418,2020,4,18,18/04/2020,SUMMER,2,30,30,11.73,19.07,0.79,65.44,20.89,754.27,0,30.93,0,0,6.79,11.42,0.9,65,20.1,755.42,0,30.35,0,,8.33,16.54,2.75,67.13,19.98,756.46,0,29.64,1,1,11.19,23.9,0.23,80.98,22.93,0,0,28.73,0,,14.04,23.13,0.63,76.25,23,1008.63,0,29.88,0,,14.4,25.4,1.68,72.32,21.89,756.56,2.33,29.94
200315,2020,3,15,15/03/2020,SUMMER,2,30,30,21.05,35.56,0.83,80.5,21.44,755.06,1,27.61,0,0,19.58,32.42,0.82,85.79,22.12,756.17,0,27.02,0,,18.79,34.71,2.55,82.21,22.4,757.07,0.6,28.02,0,,21.4,35.15,0.49,88.98,21.84,754.38,5.7,26.14,0,,19.25,28.88,0.86,93.38,23.18,1009.54,2.6,26.34,1,1,23.63,36.64,1.63,84.36,21.74,757.18,4.93,27.02
200319,2020,3,19,19/03/2020,SUMMER,2,31,31,19.59,37.29,1.41,68.86,21.45,753.35,0,30.48,0,0,13.42,24.83,1.3,71.04,21.45,754.54,0,29.9,0,,17.5,36.83,4.08,74.54,21.86,755.54,0,29.36,3,3,19.77,39.03,0.92,70.41,21.09,754.71,0,29.76,1,1,22.79,37.58,1.26,71.54,22.6,1007.54,0,30.74,10,10,22.51,37.71,3.25,74.48,22.02,755.88,0,29.52
201231,2020,12,31,31/12/2020,WINTER,1,31,31,20.51,36.67,1.33,49.94,11.68,756.5,0,25.28,28,28,22.38,59.08,0.6,54.63,13.22,754.5,0,25.89,0,,16.92,51.04,2.65,57.96,13.04,758.79,0,24.59,13,13,15.71,35.06,0,0,0,0,0,0,1,1,18.75,30.58,1.16,0,0,1011.79,0,0,8,8,21.06,45.43,2.89,52.9,12.46,758.44,0.4,25.41
200404,2020,4,4,4/4/2020,SUMMER,2,32,32,13.94,22.9,1.12,65.39,21.94,753.48,0,31.86,1,1,10.13,18.58,1.08,68.08,22.02,754.79,0,31.18,0,,29,44.92,3.08,68.92,21.96,755.79,0,30.9,13,13,14.58,29.07,0.47,66.4,21.7,754.25,0,31.37,4,4,21.08,34.42,0.99,66.88,22.73,1007.71,0,32.1,5,5,16.1,27.44,2.5,72.51,22.88,756.06,0,30.71
200320,2020,3,20,20/03/2020,SUMMER,2,32,32,18.04,33.32,1.26,66.85,20.73,753.73,0,30.4,0,0,12.33,22.63,1.15,69.5,20.93,754.96,0,29.85,0,,15.63,34.08,3.4,73.17,21.57,756.04,0,29.46,3,3,17.71,33.18,0.79,67.97,20.31,753.58,0,29.71,1,1,23.67,41.58,1.33,72.67,22.49,1008.08,0,30.36,3,3,21.15,36.01,2.89,72.44,21.48,756.36,0,29.57
210318,2021,3,18,18/03/2021,SUMMER,2,32,32,37.88,60.43,1.09,61.54,18.95,752.08,0,30.26,40,40,38.91,62.7,0.95,73.88,22,754.54,0,29.65,5,5,33.92,57.46,2.76,76.25,22.46,754.25,0,29.45,2,2,33.4,53.47,1.14,60.67,19.68,752.79,0,31.23,2,2,43.08,59.75,0.3,0,0,1006.25,0,0,3,3,36.47,59.57,2.58,75.75,22.28,754.44,0.13,29.42
200405,2020,4,5,5/4/2020,SUMMER,2,34,34,14.66,24.78,1.18,64.75,21.36,753.85,0,31.54,0,0,9.33,18.29,1.22,65.96,21.35,755.04,0,31.19,0,,14.96,32.92,3.33,69.92,22.27,756.13,0,30.89,7,7,12.04,31.03,0.53,66.83,21.35,754.25,0,30.95,0,,19.58,31.63,1.3,68.79,22.41,1008.25,0,31.31,9,9,16.49,28.71,2.76,72.29,22.68,756.33,0,30.61
210126,2021,1,26,26/01/2021,WINTER,1,34,34,26.5,53.61,0.58,69.81,19.66,753.27,0,28.63,914,914,22.38,48.79,0.64,71.96,19.51,754.5,0,27.94,0,,36.54,69.04,0.78,74.83,20.15,755.63,0,27.81,1,1,24.29,54.43,0.8,62.46,18.2,754.33,0,29.25,2,2,37.29,49.71,0.64,0,0,1007.71,0,0,0,,23.17,44.67,1.19,79.9,21.26,755.63,0.13,27.59
210104,2021,1,4,4/1/2021,WINTER,1,34,34,34.59,55.55,0.84,50.53,12.9,755.46,0,26.85,541,541,48.92,87.54,0.61,60.71,15.05,754.5,0.4,26.32,2,2,38.08,69.46,1.86,64.13,15,757.92,0,25.28,1,1,28.75,50.86,1.19,54.92,14.11,755.88,0,26.96,10,10,29.54,39.58,1.37,0,0,1010.58,0,0,23,23,36.64,62.76,1.43,52.89,13.88,757.47,0.13,27.35
200402,2020,4,2,2/4/2020,SUMMER,2,36,36,14.91,22.88,1.24,64.75,21.38,752.75,0,31.56,1,1,10.96,17.33,1.08,68.46,21.46,754.04,0,30.59,1,1,18.46,33.63,3.58,71.46,22.53,755,0,30.7,0,,17.33,30.18,0.63,65.88,21.07,751.5,0,30.97,4,4,25.13,37.5,1.39,66.67,22.07,1006.67,0,31.61,5,5,15.9,25.51,2.73,72.5,22.55,755.33,0,30.45
210109,2021,1,9,9/1/2021,WINTER,1,36,36,18.49,42.89,1.17,51.97,12.34,755.25,0,25.54,46,46,37.33,81.08,0.72,57.46,14.12,754.5,0.2,26.16,1,1,23.17,56.5,1.88,63.46,14.02,757.5,0,24.27,4,4,18.9,37.92,1.35,54.25,13.2,754.04,0,25.99,1,1,23.17,38.25,1.26,0,0,1010.4,0,0,34,34,20.68,49.04,2.41,55.51,13.26,757.22,0,25.65
210202,2021,2,2,2/2/2021,WINTER,1,36,36,52.04,90.27,0.55,52.63,15.49,755.38,0,29.43,787,787,64.25,107.29,0.5,57.63,16.3,754.46,0,28.7,0,,62.13,107.54,1.01,60.33,17.05,757.67,0,28.69,3,3,50.1,91.25,0.83,50.13,15.04,756.08,0,29.78,0,,60.08,79.21,0.77,0,0,1010.58,0,0,2,2,59.36,92.33,0.94,63.76,18.12,757.69,0,28.79
210115,2021,1,15,15/01/2021,WINTER,1,36,36,75.16,115.86,0.39,52.03,12.22,753.77,0,25.35,99,99,109.55,165.27,0.5,55.17,12.69,754.5,0.6,24.98,0,,83.42,146.25,0.87,63.42,14.34,756,0,24.68,1,1,67.58,101.1,0.8,55.17,13.15,755.88,0,25.61,2,2,78.38,86.58,0.69,0,0,1008.25,0,0,14,14,90.86,134.92,0.92,60.25,13.97,755.92,0.27,25.13
200321,2020,3,21,21/03/2020,SUMMER,2,37,37,19.55,32.68,1.25,65.1,20.5,754.4,0,30.68,2,2,14.92,24.58,1.24,67.25,20.5,755.67,0,30.08,0,,16.67,32.71,3.79,69.83,20.86,756.58,0,29.7,6,6,19.9,34.46,0.63,66.36,20.16,754.67,0,30.02,1,1,19.42,35.13,0.98,69.92,22.09,1008.75,0,30.74,3,3,21.49,35.4,2.76,71.75,21.45,756.88,0,29.72
210411,2021,4,11,11/4/2021,SUMMER,2,38,38,23.66,42.35,0.61,76.18,21.37,754.94,14.6,28.55,6,6,22.46,37.71,0.65,82.33,24.23,754.75,36.6,29.43,10,10,24.46,36.63,0.97,85.08,23.2,756.92,10.6,28.04,26,26,22.17,38.78,0.83,77.42,20.63,754,12.5,27.62,27,27,26,33.79,0,0,0,0,0,0,22,22,28.72,39.88,1.18,78.32,22.09,756.86,13.27,28.65
